Stego?,Entropy_img_full,Mean_entropy_slices,Stdev_entropy_slices,Mean_MarkovChains_00,Mean_MarkovChains_01,Mean_MarkovChains_10,Mean_MarkovChains_11,Stdev_MarkovChains_00,Stdev_MarkovChains_01,Stdev_MarkovChains_10,Stdev_MarkovChains_11,Mean_imgfull_MarkovChains_00,Mean_imgfull_MarkovChains_01,Mean_imgfull_MarkovChains_10,Mean_imgfull_MarkovChains_11,Conditional_Entropy_Slice_01,Conditional_Entropy_Slice_02,Conditional_Entropy_Slice_03,Conditional_Entropy_Slice_04,Conditional_Entropy_Slice_05,Conditional_Entropy_Slice_06,Conditional_Entropy_Slice_07,Conditional_Entropy_Slice_08,Conditional_Entropy_Slice_09,Conditional_Entropy_Slice_10,Conditional_Entropy_Slice_11,Conditional_Entropy_Slice_12,Conditional_Entropy_Slice_13,Conditional_Entropy_Slice_14,Conditional_Entropy_Slice_15,Conditional_Entropy_Slice_16,Conditional_Entropy_Slice_17,Conditional_Entropy_Slice_18,Conditional_Entropy_Slice_19,Conditional_Entropy_Slice_20,Conditional_Entropy_Slice_21,Conditional_Entropy_Slice_22,Conditional_Entropy_Slice_23,Conditional_Entropy_Slice_24,Conditional_Entropy_Slice_25,Conditional_Entropy_Slice_26,Conditional_Entropy_Slice_27,Conditional_Entropy_Slice_28,Conditional_Entropy_Slice_29,Conditional_Entropy_Slice_30,Conditional_Entropy_Slice_31,Conditional_Entropy_Slice_32,Conditional_Entropy_Slice_33,Conditional_Entropy_Slice_34,Conditional_Entropy_Slice_35,Conditional_Entropy_Slice_36
1,5.05078077658163,6.76458197405822,0.645220553408307,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,0.904663522763552,0.592800477774632,0.26605819456724,0.495449574455193,0.582769301228675,0.646447970121952,0.396583114410047,0.269614442888015,0.48196920632272,0.723690935003304,0.85267347960637,0.544373311375589,0.497073234049144,0.536453093008805,0.809378370181493,0.649794617374939,0.680164669817722,0.638856112124453,0.83787752222998,0.948688344337544,0.375135957563183,0.470335895697656,0.507099942776829,0.576719569885501,0.932641780556535,0.750912960497266,0.827392542461853,0.548382086911414,0.442318653836315,0.519045014564691,0.595893673037293,0.894713905712297,1.03907415165804,0.513104034139839,0.515701573308097,0.978188009506793
1,5.37736184561899,7.77665816622871,1.06082944758709,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0.003333333333333,0.996666666666667,0.676843976082113,0.772172419282365,0.24779120080362,0.45470371747967,0.578355629337688,1.5638063808562,0.427478499109158,0.369231078836814,0.047869786183623,0.158972940471969,0.529221218938862,0.579947690943354,0.319896668178499,0.342348855173175,0.106910976837558,0.092587860987224,0.34425437990526,0.401158895432972,0.338434250385532,0.25386204429967,0.325980682189748,0.206284785874381,0.295484630820893,0.538384139654089,0.506137301196671,0.464821247662953,0.590960232281667,0.257725157110197,0.661601759544955,0.121902673909471,0.325953621125633,0.610294508922683,0.503816825653623,0.244943594909965,0.588834521327467,0.239487972796574
1,5.05945586260631,6.05891262141851,1.36469466111269,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,1.86897595557521,1.77897120246871,1.40750791979761,1.28964545199394,1.19178960222337,1.00820349792396,1.76150441668953,1.52484846454445,0.858043602941957,0.776921469203518,1.45141632065035,1.97873617536018,1.61800215517776,0.868228618281742,0.238044827993437,0.26230655028228,1.33362459065098,2.22115712161374,1.44126449554686,0.384247468645006,0.340692197826605,0.311940688499316,0.362205820697763,0.402070044847709,0.723840843166008,0.154302925733469,0.564579567855224,0.279234068312421,0.226617681877671,0.162876307753745,0.353513694821875,0.732016774232934,0.415989483127996,0.606344281818879,0.491432460971101,0.212742038701363
1,5.26403990489046,8.54282549406217,0.7874215502877,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0.000721500721501,0.999278499278499,0.726383560939181,1.00347288206043,0.588325704355555,0.396710132097411,0.500094185730428,0.290269864618243,0.509739308445425,0.425780416208916,0.24203249829116,0.336360670902397,0.301373041372226,0.098155656816114,0.414452726371981,0.402303969915524,0.164350837002806,0.224185480848576,0.271037902519264,0.252965411455587,0.246025277073306,0.252732450885204,0.310904745223695,0.230383579482683,0.49471187630938,0.753646632215653,0.398168938736245,0.221490033372633,0.190199180650681,0.356414780767357,0.533110326458412,0.540823085049404,0.18684107411599,0.232198748429554,0.198415385923345,0.247711027272215,0.296888007809142,0.393190762653418
1,5.23848107745945,7.38439507992041,0.875794660304832,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,1.17283726770898,1.31677209429183,0.29832173054079,0.251110123719929,0.653695079112505,1.49430979020477,1.42753759314531,1.01211810036793,0.866865678120256,0.394169515522849,0.257884741889566,1.17028557794243,0.505608235377804,0.299590349590154,0.872275467084044,0.114064743702427,0.186777379227779,0.896641717720305,0.18959580744137,0.665348957611178,0.517520682728449,0.184488012188306,0.14309481637603,0.492206055129329,0.322000087812047,0.382054795662795,0.278359499018242,0.408892747420127,0.333197285831224,0.512409407379694,0.264685489802292,0.993638130719156,0.902109667820612,0.557112476478101,0.496684117755386,0.457121108336033
1,4.58485906845783,6.27830297894923,3.09138457181276,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,4.58744939122517,4.79709348280807,4.05499122862707,4.4510778620816,4.86908334733209,5.02606873622565,4.49869058037558,4.54544382325789,1.94164261544194,1.75852376333714,4.46707980451361,4.61422947238378,5.2912404787415,4.90665041494806,0.892458609224011,1.04139168800954,4.89925479285343,5.19158213514134,4.67624105762833,2.63807062998506,1.30410652450782,1.75288462112064,1.98748057435337,3.9149592503649,2.95013599778935,1.64580594448619,1.62168150040089,1.91127193719317,1.90022672350715,1.65425804990154,1.65728588799393,1.69672729823647,1.65151741911023,1.70922550393524,1.35618016092199,1.26054109139631
1,5.43324368418162,8.03575281483193,0.711816028330531,0.875,0.125,0,1,0,0,0,0,0.505061406557757,0.494938593442243,0.101824748244456,0.898175251755544,1.18987079757873,1.38340929705305,1.02784455304562,0.888067247196139,0.939466716968859,1.0647832660777,0.423717756352374,0.498042142745415,0.439589826176995,0.685708253563228,0.77843222537272,0.511948994238041,0.279475143611279,0.407585328582264,0.216155435525844,0.426124324298164,0.329146081964537,0.230924880102755,0.383572818091888,0.383399962988246,0.357776117203161,0.360195918131337,0.416228861558905,0.783249188730222,0.860715321677779,1.21478091403776,0.724428809421469,0.70144019892379,0.777799300401095,1.62080515228065,0.451048252365195,0.494181915675671,0.767033157598152,0.107574318232376,0.756164049787691,0.125883972341096
1,5.27463415074632,6.77615659032298,2.12513592614625,0.875,0.125,0,1,0,0,0,0,0.501176470588235,0.498823529411765,0.042453781512605,0.957546218487395,2.4699457152821,2.51376969025368,2.5405498994104,2.86411051562759,2.55799299168338,1.94254173709961,1.64950832375563,0.882047344358976,1.8166020399067,1.16788616195894,0.348766791325977,0.086542782632596,0.259874995397126,0.069519793694119,0.110769949383554,0.074771236221232,0.055184875520485,0.090346315923763,0.157396961868046,0.237342877348698,0.105090296216487,0.12203415815546,0.094462871217714,0.289672554803343,0.1462952252301,0.166525522585929,0.230217524946039,0.161336988620848,0.212340269305799,0.403043648661255,0.13999737430227,0.373684535760134,0.188441287061734,0.3252323750729,0.14073272789498,0.136047018848094
1,5.21865437087742,6.66083189574577,0.726606672179575,0.875,0.125,0,1,0,0,0,0,0.508563899868248,0.491436100131752,0.060116694899304,0.939883305100696,0.073731397694969,0.094770187018524,0.340058694779616,0.54132112539427,0.46526392927865,0.840204119302331,0.732699017746764,0.678032761530192,0.642110390214465,0.49720228078617,0.405924034586423,0.553289823434012,0.860416056602178,0.785437870097034,0.759083604579071,0.516730098443394,0.126469177996371,0.111914061152678,0.085414182982668,0.283358208172838,0.523169790675664,0.233908778107946,0.076651957066289,0.080991181692483,0.024009536790716,0.218247408833601,0.19129988369543,0.21587019506977,0.137819613400796,0.678931836493257,0.019388839002516,0.008784123255944,0.03723855867641,0.079055432939987,0.539583038738835,0.577322072602076
1,5.29538127274869,8.01131814264039,1.56240849149828,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0.000606060606061,0.999393939393939,1.57094510946713,0.9836136350995,0.999550624129327,1.47911059630692,1.41567165692192,1.50701877171159,0.711327545865288,0.6516835638212,0.373427650738227,0.29333188417293,1.69270404256135,1.86995918281341,0.728440129919299,0.778293246167434,0.211087264271646,0.226388926593057,0.812351125571658,0.519042586294979,0.307215412157034,0.212026697120792,0.171610409306282,0.226777940192088,0.361695840344455,0.24494818413192,0.427437485983178,0.419887380784815,0.415014254707579,0.246539256952597,0.218799763583476,0.215777815537704,0.498183112435434,0.285958968256573,0.30924988254011,0.30077334302432,0.096455288306459,0.091635959562488
