Stego?,Entropy_img_full,Mean_entropy_slices,Stdev_entropy_slices,Mean_MarkovChains_00,Mean_MarkovChains_01,Mean_MarkovChains_10,Mean_MarkovChains_11,Stdev_MarkovChains_00,Stdev_MarkovChains_01,Stdev_MarkovChains_10,Stdev_MarkovChains_11,Mean_imgfull_MarkovChains_00,Mean_imgfull_MarkovChains_01,Mean_imgfull_MarkovChains_10,Mean_imgfull_MarkovChains_11,Conditional_Entropy_Slice_01,Conditional_Entropy_Slice_02,Conditional_Entropy_Slice_03,Conditional_Entropy_Slice_04,Conditional_Entropy_Slice_05,Conditional_Entropy_Slice_06,Conditional_Entropy_Slice_07,Conditional_Entropy_Slice_08,Conditional_Entropy_Slice_09,Conditional_Entropy_Slice_10,Conditional_Entropy_Slice_11,Conditional_Entropy_Slice_12,Conditional_Entropy_Slice_13,Conditional_Entropy_Slice_14,Conditional_Entropy_Slice_15,Conditional_Entropy_Slice_16,Conditional_Entropy_Slice_17,Conditional_Entropy_Slice_18,Conditional_Entropy_Slice_19,Conditional_Entropy_Slice_20,Conditional_Entropy_Slice_21,Conditional_Entropy_Slice_22,Conditional_Entropy_Slice_23,Conditional_Entropy_Slice_24,Conditional_Entropy_Slice_25,Conditional_Entropy_Slice_26,Conditional_Entropy_Slice_27,Conditional_Entropy_Slice_28,Conditional_Entropy_Slice_29,Conditional_Entropy_Slice_30,Conditional_Entropy_Slice_31,Conditional_Entropy_Slice_32,Conditional_Entropy_Slice_33,Conditional_Entropy_Slice_34,Conditional_Entropy_Slice_35,Conditional_Entropy_Slice_36
1,2.855183738,4.113709682,3.81139377,0.687109375,0.312890625,0.131138393,0.868861607,0.165351489,0.165351489,0.102419445,0.102419445,0.5,0.5,0,1,1.236656953,0.795197102,0.240626869,2.249668105,0.168483727,3.774708841,0.465326291,2.110300878,0.569058313,0.774029819,0.346515521,3.253148801,0.028000767,0.998801298,0.040014777,0.089323588,0.200266313,2.58931937,1.406708758,0.557876147,0.108493451,0.055033873,0.047308358,2.889372813,1.859634664,0.386049839,0.195473576,0.248184767,0.035655982,3.253949729,2.895704572,0.236854166,0.029198655,0.082583792,0.048994403,3.231052278
1,4.623276935,6.702462236,2.586400555,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,3.826009142,3.101359875,2.182818948,1.800591597,1.181077188,1.448467934,4.162323918,3.757888939,1.607886995,2.198146649,1.755510237,0.857412172,3.806594921,4.12956188,1.513078306,1.220211036,0.934043893,0.437277993,3.436515096,3.561690846,1.901677126,0.460192778,1.378917763,0.962665409,1.444423165,1.112712644,1.211998505,0.68634788,1.458008628,1.438863767,3.503775707,2.197317892,0.355622596,0.995413724,1.535387397,1.67949074
1,4.994956057,8.119186706,0.908494826,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,2.444157827,2.247035189,2.394654782,1.94138365,2.209097482,2.242170953,1.891394635,0.96022138,1.12230758,1.198085906,1.916793428,1.159347157,1.358700883,1.32871336,1.268159738,1.189374062,1.500793728,1.355243371,2.576641867,2.266855444,1.356950181,1.075785882,2.371542636,1.51300563,2.427903826,2.065351335,2.349700238,1.841166012,2.615427266,2.37194582,2.503658148,2.390371914,2.119467237,1.750205791,1.884287883,1.736889107
1,4.913670689,6.277108375,1.331118953,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,1.651918025,1.51966354,0.933721715,0.869241747,1.541516718,2.031038559,0.772310325,0.477587237,0.221535945,0.200249971,0.308418687,0.799963756,0.502444092,0.311218173,0.144544467,0.141930378,0.212204923,0.414602283,1.298236233,0.871781864,0.298259228,0.312760442,0.363493297,0.907389598,1.282329688,0.457703431,0.323120405,0.844460851,1.099376383,1.223992084,2.526211316,1.17748712,0.522512524,0.896844341,0.994642755,1.331178023
1,5.285117725,8.66442017,1.202266897,0.685825893,0.314174107,0.216183036,0.783816964,0.124976462,0.124976462,0.110716972,0.110716972,0.5,0.5,0,1,1.876770575,2.621671919,2.517547327,1.790602323,2.449064135,2.819825879,1.108571232,1.744901458,1.087417162,1.389992648,2.506174229,2.345518679,1.433477381,1.936686579,1.32431953,1.235647466,2.202945286,1.835870727,1.247318695,1.461203287,1.525804691,1.519104067,2.330086364,1.541617922,1.392654082,1.625808745,1.539246942,1.551773954,2.103024433,1.500195469,2.06194369,2.478290812,0.941142474,1.00253591,2.342648435,2.514075291
1,5.478538992,8.17082807,0.382406605,0.875,0.125,0,1,0,0,0,0,0.50568431,0.49431569,0.131038829,0.868961171,0.139851905,0.07134217,0.353923611,0.268899907,0.093077514,0.242212885,0.143751351,0.365222774,1.030464826,0.66155191,0.171417624,0.430196609,0.058586209,0.078697901,0.165136372,0.390454827,0.139006836,0.231514487,0.125757193,0.065791388,0.259829999,0.438411861,0.226620948,0.259986658,0.08825951,0.257063522,0.478127563,0.029142873,0.148806757,0.171434639,0.107880472,0.156760197,0.454265971,0.039983558,0.31118679,0.198638169
1,4.874040532,5.801532425,1.737322167,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,3.023764193,2.318547941,1.521557226,1.973444261,1.863350073,3.022456431,2.910338138,0.572904459,0.810683687,0.948972738,1.045803387,2.36160661,2.540908942,0.803471321,0.569832047,0.992967067,0.825002992,1.765189507,1.249633446,1.106612985,0.449869039,0.430548561,1.022885039,3.318828339,1.260537747,0.720347149,0.320185053,1.030856733,1.294252201,2.419348855,0.943922499,0.803572972,0.818188236,1.357759033,1.141703506,1.876380869
1,5.007408279,8.679918482,0.60938752,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,1.191869091,1.346405009,1.961774057,1.37723495,1.102464584,1.022903001,0.895576172,1.122642139,1.216885175,1.009466669,0.904267678,0.922092367,0.971321619,1.133341319,1.294395958,0.523598824,0.244699626,0.640958234,0.810186173,1.268833548,0.893055807,0.512896513,0.372016365,0.664106253,0.809947209,1.36366354,1.253334517,0.579803291,0.588330948,0.833338018,1.209460708,1.486708101,0.931050169,0.828529212,0.871444363,1.281766906
1,4.68285707,5.593525795,1.684240043,0.875,0.125,0,1,0,0,0,0,0.518464599,0.481535401,0.064345423,0.935654577,1.268448669,0.474858176,0.57690711,0.836876883,1.859216037,1.673219643,1.253224776,1.380622223,0.917414103,0.446031708,0.617168032,1.433475422,0.518237289,0.235325424,0.335437649,0.228321209,0.107059284,0.887803413,0.610243996,0.07991502,0.158352123,0.11323228,0.100946303,1.156205798,0.603759741,0.102628283,0.096979847,0.071776046,0.044444633,1.126649739,1.70709226,0.904650504,1.166877853,0.705696258,1.312813883,1.517742001
1,5.183187513,7.180866961,0.83167895,0.875,0.125,0,1,0,0,0,0,0.5,0.5,0,1,0.510816645,0.693359616,0.747243014,0.492959965,0.423223219,0.575710906,0.251397824,0.252918743,0.466865058,0.253517914,0.388006069,0.39057761,0.183783549,0.249687584,0.268000397,0.056030471,0.080777274,0.133099642,0.135265658,0.19401839,0.047737925,0.07559558,0.096130069,0.02216385,0.041334414,0.013344502,0.013444972,0.073868341,0.275618218,0.018768683,0.195698878,0.107925317,0.074838663,0.071515618,0.084569118,0.050419947
